2026-07-03T14:58:55.008Z INFO     server action=none hp=626/626 (100.0%) armlet=inactive reason=hp_above_threshold
2026-07-03T14:58:55.264Z INFO     server RAW items: {"slot0": {"name": "item_armlet", "purchaser": 0, "item_level": 1, "can_cast": true, "cooldown": 0, "max_cooldown": 0, "passive": false}, "slot1": {"name": "item_blink", "purchaser": 0, "item_level": 1, "can_cast": true, "cooldown": 0, "max_cooldown": 0, "passive": false}, "slot2": {"name": "empty"}, "slot3": {"name": "empty"}, "slot4": {"name": "empty"}, "slot5": {"name": "empty"}, "slot6": {"name": "empty"}, "slot7": {"name": "empty"}, "slot8": {"name": "empty"}, "stash0": {"name": "empty"}, "
2026-07-03T14:58:55.264Z INFO     server RAW hero items: {}
2026-07-03T14:58:55.265Z INFO     server RAW hero: {"facet": 0, "xpos": -6700, "ypos": -6700, "id": 59, "name": "npc_dota_hero_huskar", "level": 1, "xp": 0, "alive": true, "respawn_seconds": 0, "buyback_cost": 8257, "buyback_cooldown": 0, "health": 626, "max_health": 626, "health_percent": 100, "mana": 0, "max_mana": 0, "mana_percent": 100, "silence
2026-07-03T14:58:55.265Z DEBUG    armlet_logic extract_hero: flat, health=626
2026-07-03T14:58:55.265Z DEBUG    armlet_logic extract_items: slots, 3 items
2026-07-03T14:58:55.265Z INFO     server action=none hp=626/626 (100.0%) armlet=inactive reason=hp_above_threshold
2026-07-03T14:58:55.527Z INFO     server RAW items: {"slot0": {"name": "item_armlet", "purchaser": 0, "item_level": 1, "can_cast": true, "cooldown": 0, "max_cooldown": 0, "passive": false}, "slot1": {"name": "item_blink", "purchaser": 0, "item_level": 1, "can_cast": true, "cooldown": 0, "max_cooldown": 0, "passive": false}, "slot2": {"name": "empty"}, "slot3": {"name": "empty"}, "slot4": {"name": "empty"}, "slot5": {"name": "empty"}, "slot6": {"name": "empty"}, "slot7": {"name": "empty"}, "slot8": {"name": "empty"}, "stash0": {"name": "empty"}, "
2026-07-03T14:58:55.527Z INFO     server RAW hero items: {}
2026-07-03T14:58:55.527Z INFO     server RAW hero: {"facet": 0, "xpos": -6700, "ypos": -6700, "id": 59, "name": "npc_dota_hero_huskar", "level": 1, "xp": 0, "alive": true, "respawn_seconds": 0, "buyback_cost": 8257, "buyback_cooldown": 0, "health": 626, "max_health": 626, "health_percent": 100, "mana": 0, "max_mana": 0, "mana_percent": 100, "silence
2026-07-03T14:58:55.527Z DEBUG    armlet_logic extract_hero: flat, health=626
